2010-01-28	10120.46 10067.33 10185.53 10296.85 10270.55 10002.18 10012.23 9908.39 10058.64 10038.38 10144.19 10099.14 10268.81 10309.24 10392.90 10402.35 10383.38 10282.41 10374.16 10321.03 10325.26 10403.79 10405.98 10396.76 10444.14 10566.20 10552.52 10564.38 10567.33 10611.84
2010-01-29	10067.33 10185.53 10296.85 10270.55 10002.18 10012.23 9908.39 10058.64 10038.38 10144.19 10099.14 10268.81 10309.24 10392.90 10402.35 10383.38 10282.41 10374.16 10321.03 10325.26 10403.79 10405.98 10396.76 10444.14 10566.20 10552.52 10564.38 10567.33 10611.84 10624.69
2010-02-01	10185.53 10296.85 10270.55 10002.18 10012.23 9908.39 10058.64 10038.38 10144.19 10099.14 10268.81 10309.24 10392.90 10402.35 10383.38 10282.41 10374.16 10321.03 10325.26 10403.79 10405.98 10396.76 10444.14 10566.20 10552.52 10564.38 10567.33 10611.84 10624.69 10642.15
2010-02-02	10296.85 10270.55 10002.18 10012.23 9908.39 10058.64 10038.38 10144.19 10099.14 10268.81 10309.24 10392.90 10402.35 10383.38 10282.41 10374.16 10321.03 10325.26 10403.79 10405.98 10396.76 10444.14 10566.20 10552.52 10564.38 10567.33 10611.84 10624.69 10642.15 10685.98
2010-02-03	10270.55 10002.18 10012.23 9908.39 10058.64 10038.38 10144.19 10099.14 10268.81 10309.24 10392.90 10402.35 10383.38 10282.41 10374.16 10321.03 10325.26 10403.79 10405.98 10396.76 10444.14 10566.20 10552.52 10564.38 10567.33 10611.84 10624.69 10642.15 10685.98 10733.67
2010-02-04	10002.18 10012.23 9908.39 10058.64 10038.38 10144.19 10099.14 10268.81 10309.24 10392.90 10402.35 10383.38 10282.41 10374.16 10321.03 10325.26 10403.79 10405.98 10396.76 10444.14 10566.20 10552.52 10564.38 10567.33 10611.84 10624.69 10642.15 10685.98 10733.67 10779.17
2010-02-05	10012.23 9908.39 10058.64 10038.38 10144.19 10099.14 10268.81 10309.24 10392.90 10402.35 10383.38 10282.41 10374.16 10321.03 10325.26 10403.79 10405.98 10396.76 10444.14 10566.20 10552.52 10564.38 10567.33 10611.84 10624.69 10642.15 10685.98 10733.67 10779.17 10741.98
2010-02-08	9908.39 10058.64 10038.38 10144.19 10099.14 10268.81 10309.24 10392.90 10402.35 10383.38 10282.41 10374.16 10321.03 10325.26 10403.79 10405.98 10396.76 10444.14 10566.20 10552.52 10564.38 10567.33 10611.84 10624.69 10642.15 10685.98 10733.67 10779.17 10741.98 10785.89
2010-02-09	10058.64 10038.38 10144.19 10099.14 10268.81 10309.24 10392.90 10402.35 10383.38 10282.41 10374.16 10321.03 10325.26 10403.79 10405.98 10396.76 10444.14 10566.20 10552.52 10564.38 10567.33 10611.84 10624.69 10642.15 10685.98 10733.67 10779.17 10741.98 10785.89 10888.83
2010-02-10	10038.38 10144.19 10099.14 10268.81 10309.24 10392.90 10402.35 10383.38 10282.41 10374.16 10321.03 10325.26 10403.79 10405.98 10396.76 10444.14 10566.20 10552.52 10564.38 10567.33 10611.84 10624.69 10642.15 10685.98 10733.67 10779.17 10741.98 10785.89 10888.83 10836.15
2010-02-11	10144.19 10099.14 10268.81 10309.24 10392.90 10402.35 10383.38 10282.41 10374.16 10321.03 10325.26 10403.79 10405.98 10396.76 10444.14 10566.20 10552.52 10564.38 10567.33 10611.84 10624.69 10642.15 10685.98 10733.67 10779.17 10741.98 10785.89 10888.83 10836.15 10841.21
2010-02-12	10099.14 10268.81 10309.24 10392.90 10402.35 10383.38 10282.41 10374.16 10321.03 10325.26 10403.79 10405.98 10396.76 10444.14 10566.20 10552.52 10564.38 10567.33 10611.84 10624.69 10642.15 10685.98 10733.67 10779.17 10741.98 10785.89 10888.83 10836.15 10841.21 10850.36
2010-02-16	10268.81 10309.24 10392.90 10402.35 10383.38 10282.41 10374.16 10321.03 10325.26 10403.79 10405.98 10396.76 10444.14 10566.20 10552.52 10564.38 10567.33 10611.84 10624.69 10642.15 10685.98 10733.67 10779.17 10741.98 10785.89 10888.83 10836.15 10841.21 10850.36 10895.86
2010-02-17	10309.24 10392.90 10402.35 10383.38 10282.41 10374.16 10321.03 10325.26 10403.79 10405.98 10396.76 10444.14 10566.20 10552.52 10564.38 10567.33 10611.84 10624.69 10642.15 10685.98 10733.67 10779.17 10741.98 10785.89 10888.83 10836.15 10841.21 10850.36 10895.86 10907.42
2010-02-18	10392.90 10402.35 10383.38 10282.41 10374.16 10321.03 10325.26 10403.79 10405.98 10396.76 10444.14 10566.20 10552.52 10564.38 10567.33 10611.84 10624.69 10642.15 10685.98 10733.67 10779.17 10741.98 10785.89 10888.83 10836.15 10841.21 10850.36 10895.86 10907.42 10856.63
2010-02-19	10402.35 10383.38 10282.41 10374.16 10321.03 10325.26 10403.79 10405.98 10396.76 10444.14 10566.20 10552.52 10564.38 10567.33 10611.84 10624.69 10642.15 10685.98 10733.67 10779.17 10741.98 10785.89 10888.83 10836.15 10841.21 10850.36 10895.86 10907.42 10856.63 10927.07
2010-02-22	10383.38 10282.41 10374.16 10321.03 10325.26 10403.79 10405.98 10396.76 10444.14 10566.20 10552.52 10564.38 10567.33 10611.84 10624.69 10642.15 10685.98 10733.67 10779.17 10741.98 10785.89 10888.83 10836.15 10841.21 10850.36 10895.86 10907.42 10856.63 10927.07 10973.55
2010-02-23	10282.41 10374.16 10321.03 10325.26 10403.79 10405.98 10396.76 10444.14 10566.20 10552.52 10564.38 10567.33 10611.84 10624.69 10642.15 10685.98 10733.67 10779.17 10741.98 10785.89 10888.83 10836.15 10841.21 10850.36 10895.86 10907.42 10856.63 10927.07 10973.55 10969.99
2010-02-24	10374.16 10321.03 10325.26 10403.79 10405.98 10396.76 10444.14 10566.20 10552.52 10564.38 10567.33 10611.84 10624.69 10642.15 10685.98 10733.67 10779.17 10741.98 10785.89 10888.83 10836.15 10841.21 10850.36 10895.86 10907.42 10856.63 10927.07 10973.55 10969.99 10897.52
2010-02-25	10321.03 10325.26 10403.79 10405.98 10396.76 10444.14 10566.20 10552.52 10564.38 10567.33 10611.84 10624.69 10642.15 10685.98 10733.67 10779.17 10741.98 10785.89 10888.83 10836.15 10841.21 10850.36 10895.86 10907.42 10856.63 10927.07 10973.55 10969.99 10897.52 10927.07
2010-02-26	10325.26 10403.79 10405.98 10396.76 10444.14 10566.20 10552.52 10564.38 10567.33 10611.84 10624.69 10642.15 10685.98 10733.67 10779.17 10741.98 10785.89 10888.83 10836.15 10841.21 10850.36 10895.86 10907.42 10856.63 10927.07 10973.55 10969.99 10897.52 10927.07 10997.35
2010-03-01	10403.79 10405.98 10396.76 10444.14 10566.20 10552.52 10564.38 10567.33 10611.84 10624.69 10642.15 10685.98 10733.67 10779.17 10741.98 10785.89 10888.83 10836.15 10841.21 10850.36 10895.86 10907.42 10856.63 10927.07 10973.55 10969.99 10897.52 10927.07 10997.35 11005.97
2010-03-02	10405.98 10396.76 10444.14 10566.20 10552.52 10564.38 10567.33 10611.84 10624.69 10642.15 10685.98 10733.67 10779.17 10741.98 10785.89 10888.83 10836.15 10841.21 10850.36 10895.86 10907.42 10856.63 10927.07 10973.55 10969.99 10897.52 10927.07 10997.35 11005.97 11019.42
2010-03-03	10396.76 10444.14 10566.20 10552.52 10564.38 10567.33 10611.84 10624.69 10642.15 10685.98 10733.67 10779.17 10741.98 10785.89 10888.83 10836.15 10841.21 10850.36 10895.86 10907.42 10856.63 10927.07 10973.55 10969.99 10897.52 10927.07 10997.35 11005.97 11019.42 11123.11
2010-03-04	10444.14 10566.20 10552.52 10564.38 10567.33 10611.84 10624.69 10642.15 10685.98 10733.67 10779.17 10741.98 10785.89 10888.83 10836.15 10841.21 10850.36 10895.86 10907.42 10856.63 10927.07 10973.55 10969.99 10897.52 10927.07 10997.35 11005.97 11019.42 11123.11 11144.57
2010-03-05	10566.20 10552.52 10564.38 10567.33 10611.84 10624.69 10642.15 10685.98 10733.67 10779.17 10741.98 10785.89 10888.83 10836.15 10841.21 10850.36 10895.86 10907.42 10856.63 10927.07 10973.55 10969.99 10897.52 10927.07 10997.35 11005.97 11019.42 11123.11 11144.57 11018.66
2010-03-08	10552.52 10564.38 10567.33 10611.84 10624.69 10642.15 10685.98 10733.67 10779.17 10741.98 10785.89 10888.83 10836.15 10841.21 10850.36 10895.86 10907.42 10856.63 10927.07 10973.55 10969.99 10897.52 10927.07 10997.35 11005.97 11019.42 11123.11 11144.57 11018.66 11092.05
2010-03-09	10564.38 10567.33 10611.84 10624.69 10642.15 10685.98 10733.67 10779.17 10741.98 10785.89 10888.83 10836.15 10841.21 10850.36 10895.86 10907.42 10856.63 10927.07 10973.55 10969.99 10897.52 10927.07 10997.35 11005.97 11019.42 11123.11 11144.57 11018.66 11092.05 11117.06
2010-03-10	10567.33 10611.84 10624.69 10642.15 10685.98 10733.67 10779.17 10741.98 10785.89 10888.83 10836.15 10841.21 10850.36 10895.86 10907.42 10856.63 10927.07 10973.55 10969.99 10897.52 10927.07 10997.35 11005.97 11019.42 11123.11 11144.57 11018.66 11092.05 11117.06 11124.92
2010-03-11	10611.84 10624.69 10642.15 10685.98 10733.67 10779.17 10741.98 10785.89 10888.83 10836.15 10841.21 10850.36 10895.86 10907.42 10856.63 10927.07 10973.55 10969.99 10897.52 10927.07 10997.35 11005.97 11019.42 11123.11 11144.57 11018.66 11092.05 11117.06 11124.92 11134.29
2010-03-12	10624.69 10642.15 10685.98 10733.67 10779.17 10741.98 10785.89 10888.83 10836.15 10841.21 10850.36 10895.86 10907.42 10856.63 10927.07 10973.55 10969.99 10897.52 10927.07 10997.35 11005.97 11019.42 11123.11 11144.57 11018.66 11092.05 11117.06 11124.92 11134.29 11204.28
2010-03-15	10642.15 10685.98 10733.67 10779.17 10741.98 10785.89 10888.83 10836.15 10841.21 10850.36 10895.86 10907.42 10856.63 10927.07 10973.55 10969.99 10897.52 10927.07 10997.35 11005.97 11019.42 11123.11 11144.57 11018.66 11092.05 11117.06 11124.92 11134.29 11204.28 11205.03
2010-03-16	10685.98 10733.67 10779.17 10741.98 10785.89 10888.83 10836.15 10841.21 10850.36 10895.86 10907.42 10856.63 10927.07 10973.55 10969.99 10897.52 10927.07 10997.35 11005.97 11019.42 11123.11 11144.57 11018.66 11092.05 11117.06 11124.92 11134.29 11204.28 11205.03 10991.99
2010-03-17	10733.67 10779.17 10741.98 10785.89 10888.83 10836.15 10841.21 10850.36 10895.86 10907.42 10856.63 10927.07 10973.55 10969.99 10897.52 10927.07 10997.35 11005.97 11019.42 11123.11 11144.57 11018.66 11092.05 11117.06 11124.92 11134.29 11204.28 11205.03 10991.99 11045.27
2010-03-18	10779.17 10741.98 10785.89 10888.83 10836.15 10841.21 10850.36 10895.86 10907.42 10856.63 10927.07 10973.55 10969.99 10897.52 10927.07 10997.35 11005.97 11019.42 11123.11 11144.57 11018.66 11092.05 11117.06 11124.92 11134.29 11204.28 11205.03 10991.99 11045.27 11167.32
2010-03-19	10741.98 10785.89 10888.83 10836.15 10841.21 10850.36 10895.86 10907.42 10856.63 10927.07 10973.55 10969.99 10897.52 10927.07 10997.35 11005.97 11019.42 11123.11 11144.57 11018.66 11092.05 11117.06 11124.92 11134.29 11204.28 11205.03 10991.99 11045.27 11167.32 11008.61
2010-03-22	10785.89 10888.83 10836.15 10841.21 10850.36 10895.86 10907.42 10856.63 10927.07 10973.55 10969.99 10897.52 10927.07 10997.35 11005.97 11019.42 11123.11 11144.57 11018.66 11092.05 11117.06 11124.92 11134.29 11204.28 11205.03 10991.99 11045.27 11167.32 11008.61 11151.83
2010-03-23	10888.83 10836.15 10841.21 10850.36 10895.86 10907.42 10856.63 10927.07 10973.55 10969.99 10897.52 10927.07 10997.35 11005.97 11019.42 11123.11 11144.57 11018.66 11092.05 11117.06 11124.92 11134.29 11204.28 11205.03 10991.99 11045.27 11167.32 11008.61 11151.83 10926.77
2010-03-24	10836.15 10841.21 10850.36 10895.86 10907.42 10856.63 10927.07 10973.55 10969.99 10897.52 10927.07 10997.35 11005.97 11019.42 11123.11 11144.57 11018.66 11092.05 11117.06 11124.92 11134.29 11204.28 11205.03 10991.99 11045.27 11167.32 11008.61 11151.83 10926.77 10868.12
2010-03-25	10841.21 10850.36 10895.86 10907.42 10856.63 10927.07 10973.55 10969.99 10897.52 10927.07 10997.35 11005.97 11019.42 11123.11 11144.57 11018.66 11092.05 11117.06 11124.92 11134.29 11204.28 11205.03 10991.99 11045.27 11167.32 11008.61 11151.83 10926.77 10868.12 10520.32
2010-03-26	10850.36 10895.86 10907.42 10856.63 10927.07 10973.55 10969.99 10897.52 10927.07 10997.35 11005.97 11019.42 11123.11 11144.57 11018.66 11092.05 11117.06 11124.92 11134.29 11204.28 11205.03 10991.99 11045.27 11167.32 11008.61 11151.83 10926.77 10868.12 10520.32 10380.43
2010-03-29	10895.86 10907.42 10856.63 10927.07 10973.55 10969.99 10897.52 10927.07 10997.35 11005.97 11019.42 11123.11 11144.57 11018.66 11092.05 11117.06 11124.92 11134.29 11204.28 11205.03 10991.99 11045.27 11167.32 11008.61 11151.83 10926.77 10868.12 10520.32 10380.43 10785.14
2010-03-30	10907.42 10856.63 10927.07 10973.55 10969.99 10897.52 10927.07 10997.35 11005.97 11019.42 11123.11 11144.57 11018.66 11092.05 11117.06 11124.92 11134.29 11204.28 11205.03 10991.99 11045.27 11167.32 11008.61 11151.83 10926.77 10868.12 10520.32 10380.43 10785.14 10748.26
2010-03-31	10856.63 10927.07 10973.55 10969.99 10897.52 10927.07 10997.35 11005.97 11019.42 11123.11 11144.57 11018.66 11092.05 11117.06 11124.92 11134.29 11204.28 11205.03 10991.99 11045.27 11167.32 11008.61 11151.83 10926.77 10868.12 10520.32 10380.43 10785.14 10748.26 10896.91
2010-04-01	10927.07 10973.55 10969.99 10897.52 10927.07 10997.35 11005.97 11019.42 11123.11 11144.57 11018.66 11092.05 11117.06 11124.92 11134.29 11204.28 11205.03 10991.99 11045.27 11167.32 11008.61 11151.83 10926.77 10868.12 10520.32 10380.43 10785.14 10748.26 10896.91 10782.95
2010-04-05	10973.55 10969.99 10897.52 10927.07 10997.35 11005.97 11019.42 11123.11 11144.57 11018.66 11092.05 11117.06 11124.92 11134.29 11204.28 11205.03 10991.99 11045.27 11167.32 11008.61 11151.83 10926.77 10868.12 10520.32 10380.43 10785.14 10748.26 10896.91 10782.95 10620.16
2010-04-06	10969.99 10897.52 10927.07 10997.35 11005.97 11019.42 11123.11 11144.57 11018.66 11092.05 11117.06 11124.92 11134.29 11204.28 11205.03 10991.99 11045.27 11167.32 11008.61 11151.83 10926.77 10868.12 10520.32 10380.43 10785.14 10748.26 10896.91 10782.95 10620.16 10625.83
2010-04-07	10897.52 10927.07 10997.35 11005.97 11019.42 11123.11 11144.57 11018.66 11092.05 11117.06 11124.92 11134.29 11204.28 11205.03 10991.99 11045.27 11167.32 11008.61 11151.83 10926.77 10868.12 10520.32 10380.43 10785.14 10748.26 10896.91 10782.95 10620.16 10625.83 10510.95
2010-04-08	10927.07 10997.35 11005.97 11019.42 11123.11 11144.57 11018.66 11092.05 11117.06 11124.92 11134.29 11204.28 11205.03 10991.99 11045.27 11167.32 11008.61 11151.83 10926.77 10868.12 10520.32 10380.43 10785.14 10748.26 10896.91 10782.95 10620.16 10625.83 10510.95 10444.37
2010-04-09	10997.35 11005.97 11019.42 11123.11 11144.57 11018.66 11092.05 11117.06 11124.92 11134.29 11204.28 11205.03 10991.99 11045.27 11167.32 11008.61 11151.83 10926.77 10868.12 10520.32 10380.43 10785.14 10748.26 10896.91 10782.95 10620.16 10625.83 10510.95 10444.37 10068.01
2010-04-12	11005.97 11019.42 11123.11 11144.57 11018.66 11092.05 11117.06 11124.92 11134.29 11204.28 11205.03 10991.99 11045.27 11167.32 11008.61 11151.83 10926.77 10868.12 10520.32 10380.43 10785.14 10748.26 10896.91 10782.95 10620.16 10625.83 10510.95 10444.37 10068.01 10193.39
2010-04-13	11019.42 11123.11 11144.57 11018.66 11092.05 11117.06 11124.92 11134.29 11204.28 11205.03 10991.99 11045.27 11167.32 11008.61 11151.83 10926.77 10868.12 10520.32 10380.43 10785.14 10748.26 10896.91 10782.95 10620.16 10625.83 10510.95 10444.37 10068.01 10193.39 10066.57
2010-04-14	11123.11 11144.57 11018.66 11092.05 11117.06 11124.92 11134.29 11204.28 11205.03 10991.99 11045.27 11167.32 11008.61 11151.83 10926.77 10868.12 10520.32 10380.43 10785.14 10748.26 10896.91 10782.95 10620.16 10625.83 10510.95 10444.37 10068.01 10193.39 10066.57 10043.75
2010-04-15	11144.57 11018.66 11092.05 11117.06 11124.92 11134.29 11204.28 11205.03 10991.99 11045.27 11167.32 11008.61 11151.83 10926.77 10868.12 10520.32 10380.43 10785.14 10748.26 10896.91 10782.95 10620.16 10625.83 10510.95 10444.37 10068.01 10193.39 10066.57 10043.75 9974.45
2010-04-16	11018.66 11092.05 11117.06 11124.92 11134.29 11204.28 11205.03 10991.99 11045.27 11167.32 11008.61 11151.83 10926.77 10868.12 10520.32 10380.43 10785.14 10748.26 10896.91 10782.95 10620.16 10625.83 10510.95 10444.37 10068.01 10193.39 10066.57 10043.75 9974.45 10258.99
2010-04-19	11092.05 11117.06 11124.92 11134.29 11204.28 11205.03 10991.99 11045.27 11167.32 11008.61 11151.83 10926.77 10868.12 10520.32 10380.43 10785.14 10748.26 10896.91 10782.95 10620.16 10625.83 10510.95 10444.37 10068.01 10193.39 10066.57 10043.75 9974.45 10258.99 10136.63
2010-04-20	11117.06 11124.92 11134.29 11204.28 11205.03 10991.99 11045.27 11167.32 11008.61 11151.83 10926.77 10868.12 10520.32 10380.43 10785.14 10748.26 10896.91 10782.95 10620.16 10625.83 10510.95 10444.37 10068.01 10193.39 10066.57 10043.75 9974.45 10258.99 10136.63 10024.02
2010-04-21	11124.92 11134.29 11204.28 11205.03 10991.99 11045.27 11167.32 11008.61 11151.83 10926.77 10868.12 10520.32 10380.43 10785.14 10748.26 10896.91 10782.95 10620.16 10625.83 10510.95 10444.37 10068.01 10193.39 10066.57 10043.75 9974.45 10258.99 10136.63 10024.02 10249.54
2010-04-22	11134.29 11204.28 11205.03 10991.99 11045.27 11167.32 11008.61 11151.83 10926.77 10868.12 10520.32 10380.43 10785.14 10748.26 10896.91 10782.95 10620.16 10625.83 10510.95 10444.37 10068.01 10193.39 10066.57 10043.75 9974.45 10258.99 10136.63 10024.02 10249.54 10255.28
2010-04-23	11204.28 11205.03 10991.99 11045.27 11167.32 11008.61 11151.83 10926.77 10868.12 10520.32 10380.43 10785.14 10748.26 10896.91 10782.95 10620.16 10625.83 10510.95 10444.37 10068.01 10193.39 10066.57 10043.75 9974.45 10258.99 10136.63 10024.02 10249.54 10255.28 9931.97
2010-04-26	11205.03 10991.99 11045.27 11167.32 11008.61 11151.83 10926.77 10868.12 10520.32 10380.43 10785.14 10748.26 10896.91 10782.95 10620.16 10625.83 10510.95 10444.37 10068.01 10193.39 10066.57 10043.75 9974.45 10258.99 10136.63 10024.02 10249.54 10255.28 9931.97 9816.49
2010-04-27	10991.99 11045.27 11167.32 11008.61 11151.83 10926.77 10868.12 10520.32 10380.43 10785.14 10748.26 10896.91 10782.95 10620.16 10625.83 10510.95 10444.37 10068.01 10193.39 10066.57 10043.75 9974.45 10258.99 10136.63 10024.02 10249.54 10255.28 9931.97 9816.49 9939.98
2010-04-28	11045.27 11167.32 11008.61 11151.83 10926.77 10868.12 10520.32 10380.43 10785.14 10748.26 10896.91 10782.95 10620.16 10625.83 10510.95 10444.37 10068.01 10193.39 10066.57 10043.75 9974.45 10258.99 10136.63 10024.02 10249.54 10255.28 9931.97 9816.49 9939.98 9899.25
2010-04-29	11167.32 11008.61 11151.83 10926.77 10868.12 10520.32 10380.43 10785.14 10748.26 10896.91 10782.95 10620.16 10625.83 10510.95 10444.37 10068.01 10193.39 10066.57 10043.75 9974.45 10258.99 10136.63 10024.02 10249.54 10255.28 9931.97 9816.49 9939.98 9899.25 10172.53
2010-04-30	11008.61 11151.83 10926.77 10868.12 10520.32 10380.43 10785.14 10748.26 10896.91 10782.95 10620.16 10625.83 10510.95 10444.37 10068.01 10193.39 10066.57 10043.75 9974.45 10258.99 10136.63 10024.02 10249.54 10255.28 9931.97 9816.49 9939.98 9899.25 10172.53 10211.07
2010-05-03	11151.83 10926.77 10868.12 10520.32 10380.43 10785.14 10748.26 10896.91 10782.95 10620.16 10625.83 10510.95 10444.37 10068.01 10193.39 10066.57 10043.75 9974.45 10258.99 10136.63 10024.02 10249.54 10255.28 9931.97 9816.49 9939.98 9899.25 10172.53 10211.07 10190.89
2010-05-04	10926.77 10868.12 10520.32 10380.43 10785.14 10748.26 10896.91 10782.95 10620.16 10625.83 10510.95 10444.37 10068.01 10193.39 10066.57 10043.75 9974.45 10258.99 10136.63 10024.02 10249.54 10255.28 9931.97 9816.49 9939.98 9899.25 10172.53 10211.07 10190.89 10404.77
2010-05-05	10868.12 10520.32 10380.43 10785.14 10748.26 10896.91 10782.95 10620.16 10625.83 10510.95 10444.37 10068.01 10193.39 10066.57 10043.75 9974.45 10258.99 10136.63 10024.02 10249.54 10255.28 9931.97 9816.49 9939.98 9899.25 10172.53 10211.07 10190.89 10404.77 10409.46
2010-05-06	10520.32 10380.43 10785.14 10748.26 10896.91 10782.95 10620.16 10625.83 10510.95 10444.37 10068.01 10193.39 10066.57 10043.75 9974.45 10258.99 10136.63 10024.02 10249.54 10255.28 9931.97 9816.49 9939.98 9899.25 10172.53 10211.07 10190.89 10404.77 10409.46 10434.17
2010-05-07	10380.43 10785.14 10748.26 10896.91 10782.95 10620.16 10625.83 10510.95 10444.37 10068.01 10193.39 10066.57 10043.75 9974.45 10258.99 10136.63 10024.02 10249.54 10255.28 9931.97 9816.49 9939.98 9899.25 10172.53 10211.07 10190.89 10404.77 10409.46 10434.17 10450.64
2010-05-10	10785.14 10748.26 10896.91 10782.95 10620.16 10625.83 10510.95 10444.37 10068.01 10193.39 10066.57 10043.75 9974.45 10258.99 10136.63 10024.02 10249.54 10255.28 9931.97 9816.49 9939.98 9899.25 10172.53 10211.07 10190.89 10404.77 10409.46 10434.17 10450.64 10442.41
2010-05-11	10748.26 10896.91 10782.95 10620.16 10625.83 10510.95 10444.37 10068.01 10193.39 10066.57 10043.75 9974.45 10258.99 10136.63 10024.02 10249.54 10255.28 9931.97 9816.49 9939.98 9899.25 10172.53 10211.07 10190.89 10404.77 10409.46 10434.17 10450.64 10442.41 10293.52
